Dialogue_0060,A pillow rests on the bed.,침대 위에 놓인 베개이다.,,,,,EOL
Dialogue_0061,Just like the blanket` it’s trimmed with a lot of lace.,이불과 마찬가지로 레이스가 많이 달려 있다.,,,,,EOL
Dialogue_0062,Huh? I think something's caught...,응? 뭐가 잡히는 것 같기도 하고...,,,,,EOL
Dialogue_0063,It wasn’t just my imagination.,기분 탓이 아니었다.,,,,,EOL
Dialogue_0064,There’s a character-shaped charm inside the pillow. \nIs that ‘health’ written on it?,베개 안엔 캐릭터 모양의 부적이 들어있다. \n건강이라 써져 있는 건가?,,,,,EOL
Dialogue_0065,Gross—they hid it inside the pillow....,찝찝하게 베개에 넣어놨네....,,,,,EOL
Dialogue_0066,I've already checked this.\nLet's look at something else.,이미 조사했어. \n다른 걸 살펴보자.,,,,,EOL
Dialogue_0067,Accidy's diary.\nIt's locked.,우연의 일기장이다. \n잠금 장치가 걸려 있다.,,,,,EOL
Dialogue_0068,It's a cover with a birthday cake inside a heart.,하트 안에 생일 케이크가 들어있는 표지다.,,,,,EOL
Dialogue_0069,November 1` 20XX,20XX년 11월 1일,,,,,EOL
Dialogue_0070,Tomorrow` I'm going to see the ocean alone.,내일은 혼자 바다를 보러 간다. ,,,,,EOL
Dialogue_0071,You promised we'd go see it together...\nYou said you loved me...,나랑 같이 보러가자고 약속했으면서….\n나를 사랑한다고 했으면서…. ,,,,,EOL
Dialogue_0072,I hate lies.\nBut I love you. I miss you.,거짓말은 싫어.\n그치만 사랑해. 보고 싶어. ,,,,,EOL
Dialogue_0073,Ah` already dead.,아` 이미 죽었지.,,,,,EOL
Dialogue_0074,It's an entry from Accidy's diary.,우연의 일기 내용이다.,,,,,EOL
Dialogue_0075,The medication has my memory hazy` but I’m certain it’s October now.\nI must have gotten the month wrong.,약 때문에 기억이 흐릿하지만 확실히 지금은 10월이다.\n달을 착각한 것 같다.,,,,,EOL
Dialogue_0076,More than anything....\nI think someone was dragged here before me.,무엇보다....\n나 이전에도 잡혀온 사람이 있었던 것 같아.,,,,,EOL
Dialogue_0077,The diary won't open.,다이어리가 열리지 않는다.,,,,,EOL
Dialogue_0078,Looks like this isn’t the password.,이 비밀번호가 아닌가보다.,,,,,EOL
Dialogue_0079,There is a clock between the teddy bears.,곰인형 사이에 시계가 있다.,,,,,EOL
Dialogue_0080,The clock has stopped` Is it broken?,시계가 멈춰 있네` 고장났나?,,,,,EOL
Dialogue_0081,There's a key inside the clock.,시계 안에 열쇠가 들어있다.,,,,,EOL
Dialogue_0082,Let's remove the key and leave the clock where it is.,열쇠는 빼고 시계는 제자리에 냅두자.,,,,,EOL
Dialogue_0083,It's Accidy's laptop. \nIt's locked with a password.,우연의 노트북이다. \n비밀번호가 걸려 있다.,,,,,EOL
Dialogue_0084,Is the hint [red mint purple purple pink]...?,힌트는 [빨강 민트 보라 보라 핑크]...?,,,,,EOL
Dialogue_0085,It's Accidy's laptop.,우연의 노트북이다. ,,,,,EOL
Dialogue_0086,The messaging app we use all the time.... social media?,편히 많이쓰는 채팅 어플이랑....SNS인가?,,,,,EOL
Dialogue_0087,The laptop won’t open.,노트북이 열리지 않는다.,,,,,EOL
Dialogue_0088,It's a school withdrawal form.,자퇴서이다.,,,,,EOL
Dialogue_0089,The name field reads Accidy.,이름 칸에 우연이라고 적혀 있다,,,,,EOL
Dialogue_0090,So the name was Accidy after all...,이름이 우연이 맞았구나...,,,,,EOL
Dialogue_0091,The carpet returned to normal.,카펫이 원래대로 돌아갔다.,,,,,EOL
Dialogue_0092,I found a [character charm] labeled [health] inside the pillow.\nAre they so sick they’re resorting to superstition?,베개 안에서 [건강]이라고 적혀 있던 [캐릭터 부적]을 발견했다. \n미신에 기댈 정도로 몸이 안 좋은 건가?,,,,,EOL
Dialogue_0093,,내 생일을 비밀번호로 한 [우연의 일기장]이다. \n[날짜를 착각]한 일기엔 나 이전에도 [누군가를 납치]한 내용이 적혀 있었다.,,,,,EOL
Dialogue_0094,When I set it to [6:30]` the clock opened. \nThere was an unknown [key] [inside the clock].,[6시 30분]으로 맞추니 시계가 열렸다. \n[시계 안]에는 알 수 없는 [열쇠]가 들어있었다.,,,,,EOL
Dialogue_0095,I opened Accidy's [laptop]. \nIt was full of all sorts of things.,우연의 [노트북]을 열었다. \n그 안에는 이런저런 내용이 있었다.,,,,,EOL
Dialogue_0096,It's a poster of the sea.,바다가 그려진 포스터다. ,,,,,EOL
Dialogue_0097,When I first woke up` I thought it was a window....,처음에 일어났을 땐 창문인 줄 알았어....,,,,,EOL
Dialogue_0098,If I had a [knife]` I might be able to pry it open.,[칼]이 있으면 뜯을 수 있을지도.,,,,,EOL
Dialogue_0099,A decorated box cutter.,꾸며져 있는 커터칼이다.,,,,,EOL
Dialogue_0100,It might come in handy somewhere. Let’s hold onto it.,어딘가에 쓸 일이 있을지도 모르니 챙겨두자.,,,,,EOL
Dialogue_0101,I carefully scraped along the bottom edge of the poster with a box cutter.,커터칼로 포스터의 밑부분을 살살 긁었다.,,,,,EOL
Dialogue_0102,The back of the poster says it’s a good date spot for couples.,포스터의 뒷장에는 연인끼리 가기 좋은 데이트 장소라고 적혀있다.,,,,,EOL
Dialogue_0103,Is there really anything to romanticize about this?,이런 거에 로망이 있나?,,,,,EOL
Dialogue_0104,Let's put it back the way it was.,다시 원래대로 붙여두자.,,,,,EOL
Dialogue_0105,I found a [poster] that looked like a window. \nChecking the back` it turned out to be a promotional poster [promoting date spots].,창문처럼 보이는 [포스터]를 발견했다. \n뒷장을 살펴보니 [데이트명소를 홍보]하는 홍보 포스터였다.,,,,,EOL
Dialogue_0106,It's Accidy's closet.,우연의 옷장이다.,,,,,EOL
Dialogue_0107,...so your preferences really are set in stone` after all.,...취향이 역시 확고하단 말이지.,,,,,EOL
Dialogue_0108,It's Accidy's bag—their tastes are very particular. \nA flyer is sticking out.,취향이 확고한 우연의 가방이다. \n전단지가 삐져나와 있다.,,,,,EOL
Dialogue_0109,,고양이의 티타임...... \n내가 자주 가던 프랜차이즈 카페이다. \n오픈이 [6시 30분]이라 밤샐 때 용이했지.,,,,,EOL
Dialogue_0110,It's a box locked with a padlock. \nA [Key] is required.,자물쇠로 잠겨 있는 상자이다. \n[열쇠]가 필요해.,,,,,EOL
Dialogue_0111,I found a [cafe flyer] from a chain I used to frequent.\nI remember they promoted it a lot because they opened at [6:30].\nI used to stop by often during exam season` too.,내가 자주 가던 프랜차이즈 [카페의 전단지]를 발견했다. \n오픈이 [6시 30분]이라서 홍보를 많이 했던 기억이 있다.\n나도 시험 기간에 자주 방문했었지.,,,,,EOL
Dialogue_0112,The box opened. \nStacks of photographs spilled out from inside.,상자가 열렸다. \n그 안에서 사진 뭉텅이들이 나왔다.,,,,,EOL
Dialogue_0113,They’re photos of the places I used to frequent` and of me.\nAnd there are also photos of a few places I’ve never seen before.,평소 내가 자주 가던 장소들과 내 사진이다. \n그리고 몇몇 장소는 처음 보는 장소들의 사진들도 있다.,,,,,EOL
Dialogue_0114,But why are there numbers written...?,근데 숫자는 왜 적혀있는거지...?,,,,,EOL
Dialogue_0115,It’s a glass-fronted cabinet. \nIt isn’t locked` so the door swings open easily.,문이 유리로 된 서랍장이다. \n딱히 잠겨 있진 않아서 쉽게 문이 열린다.,,,,,EOL
Dialogue_0116,My birthday is marked.,내 생일이 표시되어 있다.,,,,,EOL
Dialogue_0117,How did you know it was my birthday?,내 생일을 어떻게 안거지?,,,,,EOL
Dialogue_0118,It's another person's birthday.,또 다른 누군가의 생일이다.,,,,,EOL
Dialogue_0119,Is it Accidy's birthday?,우연의 생일인가?,,,,,EOL
Dialogue_0120,November 2nd is obscured.,11월 2일이 가려져 있다.,,,,,EOL
Dialogue_0121,I don't know why.,이유를 모르겠다. ,,,,,EOL
Dialogue_0122,It says ''Success'' on October 13.,10월 13일에 성공이라고 쓰여져 있다.,,,,,EOL
Dialogue_0123,I guess that means the kidnapping was a success.,납치를 성공했다는 뜻이겠지.,,,,,EOL
Dialogue_0124,My birthday was marked on the calendar.,달력에 내 생일이 기록되어 있었다.,,,,,EOL
Dialogue_0125,Accidy’s birthday seems to be June 16.,우연의 생일은 6월 16일인 것 같다.,,,,,EOL
Dialogue_0126,November 2nd had been erased.\nI don't know why.,11월 2일이 지워져 있었다.\n이유는 모르겠다.,,,,,EOL
Dialogue_0127,October 13 was marked “success.” \nIt seems I was abducted that day.,10월 13일에 성공이라 쓰여져 있었다. \n내가 이 날 납치당한 듯하다.,,,,,EOL
Dialogue_0128,{PlayerName}!! Have you been well?,{PlayerName}!! 잘 있었어?,,,TRUE,,EOL
Dialogue_0129,Accidy has returned home.,우연이 귀가했다.,,,,,EOL
Dialogue_0130,Ah` I really missed you so much today` too.\nI went out today` and guess what—some annoying-looking person kept trying to talk to me.,아 오늘도 진짜 너무 보고 싶었어.\n나 오늘은 길에 나갔는데 어떤 짜증 나게 생긴 사람이 자꾸 나한테 말을 걸던 거 있지?,,,,,EOL
Dialogue_0131,You have no idea how awful it felt when you kept following me around.,자꾸 따라오던 게 얼마나 기분 나빴는지 몰라.,,,,,EOL
Dialogue_0132,I hate people so much. I just want to live with {PlayerName} forever.,사람들이 너무 싫어 나는 평생 {PlayerName}(이)랑만 살고 싶다.,,,TRUE,,EOL
Dialogue_0133,I don't want to go outside….,밖에 나가기 싫어….,,,,,EOL
Dialogue_0134,But don't you have work to do?,그래도 일이 있는 거 아니야?,,,,,EOL
Dialogue_0135,Well... Sigh. Seriously` without {PlayerName}` I might just die.,뭐…. 하아. 진짜 {PlayerName}이(가) 없으면 나 죽어버릴지도 몰라.,,,TRUE,,EOL
Dialogue_0136,Why would you say something like that....,무슨 그런 말을 해....,,,,,EOL
Dialogue_0137,Suit yourself.,그러던가.,,,,,EOL
Dialogue_0138,You think this is a joke?,장난같아?,,,,,EOL
Dialogue_0139,….,….,,,,,EOL
Dialogue_0140,I love you. Let's be together forever` \nHm? Don't leave. Got it?,사랑해. 우리 꼭 영원히 함께하자` \n응? 떠나면 안 돼. 알았지?,,,,,EOL
Dialogue_0141,[I told you\nnot to leave.],[난 당부했어\n떠나지 말라고.],,,,,EOL
Dialogue_0142,{PlayerName}! I'm out!,{PlayerName}! 나왔어~! ,,,TRUE,,EOL
Dialogue_0143,I knew it—I really hate going outside.\nIt feels like everyone is staring at me menacingly.,역시 밖에 나가는 건 너무 싫어.\n다들 나를 무섭게 바라보고 있는 것만 같아.,,,,,EOL
Dialogue_0144,I was afraid again today that someone outside would stare at me in that scary way.\nAfter all` it's best to just stay in my room….,오늘도 밖에서 누가 나를 무섭게 쳐다볼까 봐 걱정됐어.\n역시 방 안에만 있는 게 가장 좋은데….,,,,,EOL
Dialogue_0145,Still` shouldn't we get out?,그래도 나가야 하는 거 아니야?,,,,,EOL
Dialogue_0146,I answered` feigning obedience.,고분고분 말 잘 듣는 척을 하며 대답했다.,,,,,EOL
Dialogue_0147,Sigh... You know` I really hate adults.\nIt feels like they'll start yelling at me any second…,하….있지 나는 어른이 정말 싫어.\n금방이라도 나에게 큰소리로 화낼 것 같아…,,,,,EOL
Dialogue_0148,...Suddenly?\nDid something happen.....,...갑자기?\n무슨 일이 있었나.....,,,,,EOL
Dialogue_0149,---TRANSLATION ERROR---,그러니까 {PlayerName}이(가) 옆에서 꼭 나를 예뻐해줘야 해.\n화내면 안 돼.\n큰 소리도 안 돼.,,,TRUE,,EOL
Dialogue_0150,....,....,,,,,EOL
Dialogue_0151,You can't leave.\nJust say you love me.,떠나도 안 돼.\n사랑한다고만 해줘.,,,,,EOL
Dialogue_0152,….,….,,,,,EOL
Dialogue_0153,I couldn’t bring myself to answer.,차마 대답을 할 수 없었다.,,,,,EOL
Dialogue_0154,I love you.,사랑해.,,,,,EOL
Dialogue_0155,I ransacked the room for a week.\nAs a result` I concluded that Accidy had planned to lock me in.,일주일간 방을 뒤졌다.\n그 결과 우연이 날 가둔 건 계획됐다고 결론 내렸다.,,,,,EOL
Dialogue_0156,If we rush out of here` we'll definitely be caught and dragged back...,여기서 섣불리 나간다면 분명 다시 잡혀 올 거야...,,,,,EOL
Dialogue_0157,We need a clearer idea of what kind of person Accidy is.,우연이 어떤 사람인지 좀 더 확실하게 알아야 할 필요성이 있어.,,,,,EOL
Dialogue_0158,Over the next week` I'll follow Accidy around and analyze their daily routine.,이번 일주일은 우연을 따라다니며 우연의 생활 패턴을 분석해봐야겠다.,,,,,EOL
Dialogue_0159,Is this the villa I was locked up in...?\nTurns out it was close to where I used to live.,내가 갇혀 있던 빌라인가...\n원래 살던 곳과 가까운 곳에 있었네.,,,,,EOL
Dialogue_0160,I was actually surprised by how ordinary it was.,오히려 너무 평범한 곳이라서 놀랐어.,,,,,EOL
Dialogue_0161,It's the bakery on the second floor\nIt smells of freshly baked bread.,2층에 있는 빵집이다\n갓 구운 빵 냄새가 난다.,,,,,EOL
Dialogue_0162,Was this where Accidy sometimes bought the bread?,우연이 가끔 사오는 빵이 여기에서 사온 거였나?,,,,,EOL
Dialogue_0163,Just a normal convenience store.\nI remember Accidy used to buy boxed lunches here a lot.,평범한 편의점이다.\n우연이 여기서 도시락을 자주 사왔던 것으로 기억한다.,,,,,EOL
Dialogue_0164,A sea of cocktails.\nYou can tell it’s a nightlife district.,칵테일 바다.\n유흥가인 게 티가난다.,,,,,EOL
Dialogue_0165,Looks like they’re closed right now.,지금은 영업시간이 아닌 것 같아,,,,,EOL
Dialogue_0166,It's an izakaya.,이자카야다.,,,,,EOL
Dialogue_0167,It's a cat.\nMaybe because it's not night` it's asleep.,고양이다.\n밤이 아니어서 그런지 자고 있다.,,,,,EOL
Dialogue_0168,Cute....,귀엽네....,,,,,EOL
Dialogue_0169,Cat's Tea Time.\nIt's a budget chain cafe I used to frequent.,고양이의 티타임.\n내가 자주 가던 저가형 프랜차이즈 카페이다.,,,,,EOL
Dialogue_0170,Accidy just picked up a coffee here.,우연이 방금 이곳에서 커피를 사갔다.,,,,,EOL
Dialogue_0171,Anything worth investigating?,조사할 만한 게 있나?,,,,,EOL
Dialogue_0172,I used to come to this cafe a lot.\nDoes Accidy come here often too?,내가 자주 가던 카페이다.\n우연도 이 곳을 자주 찾는 건가?,,,,,EOL
Dialogue_0173,It’s a café I used to frequent.\nIt’s also the place on the flyer I found in Accidy’s bag.\nDoes Accidy like this place too...?,내가 자주 가던 카페이다.\n또한 우연의 가방에서 발견한 전단지의 장소이다.\n우연도 이곳을 좋아하나...?,,,,,EOL
Dialogue_0174,It's the receipt for Accidy's order.\nLooks like it didn't make it into the trash can in one try.,우연이 시킨 영수증이다.\n쓰레기통에 한 번에 넣지 못한 듯하다.,,,,,EOL
Dialogue_0175,Cafe latte.... It's my favorite menu item.\nDoes Accidy like cafe latte too?,카페라떼.... 내가 가장 좋아하는 메뉴인데.\n우연도 카페라떼를 좋아하나?,,,,,EOL
Dialogue_0176,I found the receipt for a cafe latte Accidy paid for.\nDoes Accidy like cafe lattes too?,우연이 카페라떼를 결제한 영수증을 발견했다.\n우연도 카페라떼를 좋아하나?,,,,,EOL
Dialogue_0177,It's the traffic light in front of where I'm trapped.\nIt just looks ordinary.,내가 갇힌 곳 앞에 있는 신호등이다.\n그냥 평범해 보인다.,,,,,EOL
Dialogue_0178,But why was Accidy staring so intently?,근데 우연은 왜 뚫어져라 바라본건지?,,,,,EOL
Dialogue_0179,Even after the light changed` Accidy stood still` staring blankly at the [traffic light].\nWas there a reason?,우연은 신호가 바뀌고서도 가만히 멈춰서서 [신호등]을 멍하니 바라보았다.\n이유가 있는 걸까?,,,,,EOL
Dialogue_0180,It’s the cafe latte Accidy was drinking.\nLooks like only about two sips were taken.,우연이 마시던 카페라떼다.\n두 모금 정도만 마신 것 같다.,,,,,EOL
Dialogue_0181,You don’t seem to like it much—so why did you drink this?,별로 안 좋아하는 것 같은데 왜 이걸 마셨을까?,,,,,EOL
Dialogue_0182,Accidy didn’t seem to be very fond of cafe lattes.\nSo why bother drinking a cafe latte they don’t even like?,우연은 카페라떼를 별로 안 좋아하는 것 같았다.\n왜 굳이 좋아하지도 않는 카페라떼를 마시는 걸까?,,,,,EOL
Dialogue_0183,When I opened the locked box` a thick stack of photos spilled out.\nThey were photos of [places I often go] and [places I wanted to visit].,잠긴 상자를 열었더니 사진들이 뭉텅이로 나왔다.\n내가 [자주 가는 장소]들과 [가고 싶었던 장소]의 사진들이었다.,,,,,EOL
Dialogue_0184,A clothing store in my style.\nLooks like Accidy went inside.,내가 좋아하는 스타일의 옷가게다.\n우연이 이곳으로 들어간 것 같다.,,,,,EOL
Dialogue_0185,This kind of outfit wasn’t Accidy’s style` was it?,우연의 취향은 이런 옷 스타일이 아니었던 것 같은데?,,,,,EOL
Dialogue_0186,Accidy walked into a clothing store that wasn’t their style` as if they were used to it.,우연이 자신의 취향이 아닌 옷가게에 익숙한 듯이 들어갔다.,,,,,EOL
Dialogue_0187,Accidy’s kind of clothing shop\nIt’s a clothing store on the second floor` but Accidy left unbelievably quickly.,우연 취향의 옷가게\n2층에 있는 옷가게인데 우연은 믿을 수 없을 정도로 빨리 나왔다.,,,,,EOL
Dialogue_0188,Feels like I bought a lot` but it didn't even take 10 minutes....,많이 산 것 같은데 10분도 안 걸렸어....,,,,,EOL
Dialogue_0189,Accidy came out of a clothing store that matched their taste` arms full of clothes` in less than ten minutes.\nIs that even possible?,우연은 자신의 취향의 옷가게에서 10분도 안 되어 옷을 잔뜩 사들고 나왔다.\n이게 가능한 건가?,,,,,EOL
Dialogue_0190,Just an ordinary construction site.\nAccidy stopped and stared for a long while.,그냥 평범한 공사장이다.\n우연이 멈춰서서 한동안 뚫어져라 바라봤다.,,,,,EOL
Dialogue_0191,Even looking at it` I still can't tell what kind of construction this is....,봐도 어떤 공사인지 잘 모르겠는데....,,,,,EOL
Dialogue_0192,Accidy stood motionless` staring intently at the [construction site].,우연은 [공사장]을 가만히 서서 뚫어져라 바라봤다.,,,,,EOL
Dialogue_0193,It's an omurice specialty shop.\nA delicious smell wafts all the way over here.,오므라이스 전문점이다.\n맛있는 냄새가 여기까지 난다.,,,,,EOL
Dialogue_0194,It’s a cocktail bar.\nLooks like it’s not open yet.,칵테일 바다.\n아직 영업 시간이 아닌 듯하다.,,,,,EOL
Dialogue_0195,It’s a cosmetics shop that carries various brands.\nAre they running a sale?,여러 화장품 브랜드를 다루는 화장품 가게다.\n세일 중인가?,,,,,EOL
Dialogue_0196,Music Sea.\nIt looks like they’re not open yet.,뮤직바다.\n아직 영업을 하고 있지 않은 것 같다.,,,,,EOL
Dialogue_0197,It's a club.\nMaybe because they haven't opened yet` it's not noisy.,클럽이다.\n아직 영업 전이라 그런지 시끄럽진 않다.,,,,,EOL
Dialogue_0198,It's a beer bar.\nIt looks like they're not open yet.,맥주 전문점이다.\n아직 영업을 안 하는 것 같다.,,,,,EOL
Dialogue_0199,Shall we look around the room first?,먼저 방을 둘러볼까?,,,,,EOL
Dialogue_0200,You can [press the arrow to move the viewpoint].,[화살표를 누르거나 키보드 A와 D 키를 누르면 시점을 이동]할 수 있다.,,,,,EOL
Dialogue_0201,I took a quick look around the room.\nAs I looked around` I felt my foot catch on the carpet.\nGo back to [the side with the carpet and chair] and [press the carpet] to lift it.,방을 가볍게 둘러봤다.\n방을 둘러보다 보니 카펫에 발이 걸리는 기분이 들었다.\n[카펫과 의자가 보이는 면]으로 돌아가서 [카펫을 눌러] 들춰보자.,,,,,EOL
Dialogue_0202A,The chair’s on the carpet` so I don’t think I can pull up the carpet.,의자가 카펫 위에 있어서 카펫을 들출 수 없는 것 같아.,,,,,EOL
Dialogue_0202B,,우선 [의자를 눌러서] 옆으로 밀고\n[그다음 카펫을 조사]해보자.,,,,,EOL
Dialogue_0203,There’s a piece of paper under the carpet.,카펫의 아래엔 종이가 있다.,,,,,EOL
Dialogue_0204,Let's [examine the paper].,[종이를 조사]하자.,,,,,EOL
Dialogue_0205,It seems the kidnapper doesn't leave the house on weekends.,납치범은 주말엔 집에서 나가지 않는것 같다.,,,,,EOL
Dialogue_0206,After lifting the carpet and examining the paper` [I feel my body getting a little more fatigued.],카펫을 들추고 종이를 조사하니 [몸이 조금씩 피로해지는 것 같아.],,,,,EOL
Dialogue_0207,[Fatigue decreases every time you investigate].\nKeep an eye on your fatigue and proceed with extra care.,[조사할 때마다 피로도가 감소한다].\n피로도를 신경 쓰며 조심조심 활동하자.,,,,,EOL
Dialogue_0208,Before the kidnapper comes back [Let's investigate the room` taking our fatigue into account.],납치범이 돌아오기 전에 [피로도를 고려하여 방을 조사해보자.],,,,,EOL
Dialogue_0209,There are piles of shopping bags that look like they haven’t been opened yet.,아직 뜯지 않은 듯한 쇼핑백이 무더기로 있다.,,,,,EOL
Dialogue_0210,Do you like buying clothes?,옷 사는 걸 좋아하는 건가?,,,,,EOL
Dialogue_0211,Just ordinary posters.\nLooks like they were bought to decorate the room.,평범한 포스터들이다.\n방을 꾸미기 위해서 산 것 같다.,,,,,EOL
Dialogue_0212,I guess it suits the room....,방이랑 잘 어울린다고 해야 하나....,,,,,EOL
Dialogue_0213,The cabinet is crammed with teddy bears` too.\nThey all show signs of having been altered somehow.,수납장 안에도 곰인형이 가득하다.\n전부 어딘가 리폼한 듯한 흔적들이 있다.,,,,,EOL
Dialogue_0214,Gathering these is going to be a job in itself.,이건 모으는 것도 일이겠어.,,,,,EOL
